Дата_рождения Date; Дата_рождения Date; Кол-во_проектов Integer; Кол-во_проектов Integer; Дата_рождения Date; Рейтинг Float; Комментарий String; Дата_рождения Date; Дата_рождения Date; Комментарий String; 
25.03.1985; 10.01.2006; 3; 39; 12.12.2004; 2,84; Значимость этих проблем настолько очевидна, что ра; 02.02.2006; 05.11.2021; Значимость этих проблем настолько очевидна, что ра; 
12.12.2004; 15.05.1991; 69; 10; 24.01.1970; 5,01; Значимость этих проблем настолько очевидна, что ко; 11.05.1990; 10.01.2006; Повседневная практика показывает, что сложившаяся ; 
15.04.1986; 24.01.1970; 59; 27; 30.09.2002; 6,5; Таким образом, постоянное информационно-техническо; 15.04.1986; 12.09.2001; Дорогие друзья, консультация с профессионалами из ; 
22.07.2000; 22.05.2022; 49; 12; 11.05.1990; 6,5; Равным образом сложившаяся структура организации н; 15.02.2002; 22.07.2000; Соображения высшего порядка, а также начало повсед; 
20.11.1971; 29.10.1987; 29; 29; 13.08.2011; 2,84; Дорогие друзья, консультация с профессионалами из ; 25.03.1985; 29.09.1970; Равным образом дальнейшее развитие различных форм ; 
10.01.2006; 02.02.2006; 67; 94; 11.05.1990; 8,91; Значимость этих проблем настолько очевидна, что ко; 19.09.2019; 29.09.1970; Равным образом дальнейшее развитие различных форм ; 
19.09.1974; 27.09.1980; 18; 99; 01.11.2019; 5,82; Разнообразный и богатый опыт реализация намеченног; 02.02.2006; 22.07.2000; Разнообразный и богатый опыт начало повседневной р; 
13.08.2011; 22.05.2022; 94; 83; 27.07.2018; 2,84; Равным образом дальнейшее развитие различных форм ; 22.07.2000; 19.09.2019; Повседневная практика показывает, что курс на соци; 
30.09.2002; 20.11.1971; 90; 65; 12.09.2001; 7,15; Значимость этих проблем настолько очевидна, что ко; 10.01.2006; 23.09.1987; Повседневная практика показывает, что консультация; 
11.08.2013; 21.01.2018; 42; 59; 12.12.2004; 6,49; Не следует, однако, забывать о том, что постоянный; 10.01.2006; 12.12.2004; Значимость этих проблем настолько очевидна, что сл; 
29.12.1992; 29.09.1970; 39; 49; 12.09.2001; 5,82; Повседневная практика показывает, что консультация; 12.09.2001; 31.10.1997; Значимость этих проблем настолько очевидна, что сл; 
11.08.2013; 23.09.1987; 89; 90; 04.12.2022; 2,21; Соображения высшего порядка, а также сложившаяся с; 09.07.2009; 30.09.2002; Таким образом, постоянное информационно-техническо; 
24.03.1982; 27.07.2018; 27; 88; 27.07.2018; 8,84; Дорогие друзья, постоянный количественный рост и с; 10.01.2006; 27.07.2018; Разнообразный и богатый опыт постоянное информацио; 
29.09.1970; 25.07.1991; 59; 69; 27.05.1999; 5,01; Равным образом сложившаяся структура организации н; 25.03.1985; 15.04.1986; С другой стороны новая модель организационной деят; 
10.01.2006; 29.12.1992; 39; 29; 25.03.1985; 6,27; Повседневная практика показывает, что консультация; 05.11.2021; 02.02.2006; Повседневная практика показывает, что сложившаяся ; 
24.01.1970; 19.09.2019; 39; 63; 25.03.1985; 0,54; Соображения высшего порядка, а также начало повсед; 10.01.2006; 10.01.2006; Соображения высшего порядка, а также начало повсед; 
05.09.1999; 11.08.2013; 75; 14; 29.10.1987; 7,9; Разнообразный и богатый опыт постоянное информацио; 20.11.2016; 27.07.2018; Разнообразный и богатый опыт постоянное информацио; 
